CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
621382032,03/31/2018,16:30:00,03/31/2018,16:50:00,03/31/2018,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,,,1009115,180014,40.660746855,-73.910379748,"(40.660746855, -73.910379748)"
651851785,03/31/2018,16:30:00,03/31/2018,16:50:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1020196,212759,40.750586023,-73.870265411,"(40.750586023, -73.870265411)"
812232502,03/31/2018,16:30:00,03/31/2018,16:45:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,FOOD SUPERMARKET,,,1032671,256005,40.869224551,-73.824928896,"(40.869224551, -73.824928896)"
180251845,03/31/2018,16:30:00,03/31/2018,16:50:00,03/31/2018,106,FELONY ASSAULT,106,ASSAULT POLICE/PEACE OFFICER,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,OPPOSITE OF,STREET,,,1009060,180294,40.661515547,-73.910576957,"(40.661515547, -73.910576957)"
895006927,03/31/2018,16:30:00,03/31/2018,16:35:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,CHAIN STORE,,,998379,176396,40.650839875,-73.949083416,"(40.650839875, -73.949083416)"
918936993,03/31/2018,16:27:00,,,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1019071,240911,40.827860137,-73.874179809,"(40.827860137, -73.874179809)"
930218169,03/31/2018,16:26:00,,,03/31/2018,238,FRAUDULENT ACCOSTING,466,"ACCOSTING,FRAUDULENT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,,STREET,,,989998,214606,40.75572676,-73.979254216,"(40.75572676, -73.979254216)"
192905631,03/31/2018,16:25:00,03/31/2018,16:35:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,OPPOSITE OF,STREET,,,1009060,180294,40.661515547,-73.910576957,"(40.661515547, -73.910576957)"
371575123,03/31/2018,16:25:00,,,03/31/2018,355,OFFENSES AGAINST THE PERSON,115,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,,STREET,,,998005,221839,40.775570646,-73.950338395,"(40.775570646, -73.950338395)"
446646705,03/31/2018,16:22:00,03/31/2018,16:28:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,,,998366,183303,40.66979809,-73.949115807,"(40.66979809, -73.949115807)"
573052642,03/31/2018,16:20:00,,,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1017772,240710,40.827313476,-73.878874593,"(40.827313476, -73.878874593)"
404387710,03/31/2018,16:20:00,03/31/2018,16:40:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,COMMERCIAL BUILDING,,,1002505,209596,40.741958599,-73.934124187,"(40.741958599, -73.934124187)"
692505294,03/31/2018,16:17:00,,,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1025006,243999,40.836310408,-73.852715651,"(40.836310408, -73.852715651)"
547767777,03/31/2018,16:15:00,,,03/31/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,,,987220,212676,40.750430768,-73.989282176,"(40.750430768, -73.989282176)"
332134127,03/31/2018,16:15:00,03/31/2018,20:00:00,03/31/2018,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1002515,176357,40.650725265,-73.934178229,"(40.650725265, -73.934178229)"
881439421,03/31/2018,16:15:00,03/31/2018,16:23:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007191,242308,40.831733346,-73.917102001,"(40.831733346, -73.917102001)"
488422276,03/31/2018,16:00:00,03/31/2018,16:05:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,QUEENS,114,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,999585,214041,40.754164551,-73.944651523,"(40.754164551, -73.944651523)"
975216162,03/31/2018,16:00:00,03/31/2018,16:41:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,CHAIN STORE,,,996619,223395,40.779843504,-73.955339747,"(40.779843504, -73.955339747)"
885478026,03/31/2018,16:00:00,03/31/2018,16:30:00,03/31/2018,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,DEPARTMENT STORE,,,1021974,206302,40.732855777,-73.863884488,"(40.732855777, -73.863884488)"
993993202,03/31/2018,16:00:00,03/31/2018,16:40:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,CHAIN STORE,,,1008363,183145,40.669342832,-73.913079006,"(40.669342832, -73.913079006)"
256366863,03/31/2018,16:00:00,03/31/2018,16:05:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,,STREET,,,937062,143738,40.561086037,-74.169828973,"(40.561086037, -74.169828973)"
609195087,03/31/2018,16:00:00,03/31/2018,20:30:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,,STREET,,,1005737,183121,40.66928372,-73.922545271,"(40.66928372, -73.922545271)"
960039565,03/31/2018,16:00:00,03/31/2018,17:45:00,03/31/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,RESIDENCE - APT. HOUSE,,,993686,198846,40.712466269,-73.965964593,"(40.712466269, -73.965964593)"
762195552,03/31/2018,16:00:00,03/31/2018,16:10:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,939422,153093,40.586775885,-74.16139749,"(40.586775885, -74.16139749)"
365644850,03/31/2018,16:00:00,03/31/2018,16:15:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,,,996636,190863,40.690551165,-73.955338249,"(40.690551165, -73.955338249)"
105747198,03/31/2018,16:00:00,03/31/2018,23:05:00,03/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,,RESIDENCE-HOUSE,,,1008476,176781,40.651874753,-73.912694528,"(40.651874753, -73.912694528)"
503586432,03/31/2018,15:55:00,03/31/2018,16:05:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,938886,142785,40.558479758,-74.1632581,"(40.558479758, -74.1632581)"
137123507,03/31/2018,15:51:00,03/31/2018,15:56:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,CANDY STORE,,,1007870,188744,40.684712147,-73.914836548,"(40.684712147, -73.914836548)"
249285441,03/31/2018,15:50:00,03/31/2018,15:57:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,FRONT OF,STREET,,,1001643,232461,40.804718769,-73.93717573,"(40.804718769, -73.93717573)"
296639408,03/31/2018,15:50:00,03/31/2018,15:50:00,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,COMMERCIAL BUILDING,,,989091,191623,40.692644532,-73.982544533,"(40.692644532, -73.982544533)"
768420932,03/31/2018,15:48:00,,,03/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,BEAUTY & NAIL SALON,,,1018077,241219,40.828709371,-73.877769955,"(40.828709371, -73.877769955)"
570294297,03/31/2018,15:45:00,,,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1016892,256405,40.87039488,-73.881977933,"(40.87039488, -73.881977933)"
450747616,03/31/2018,15:45:00,03/31/2018,15:50:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,983974,177571,40.65407626,-74.000996139,"(40.65407626, -74.000996139)"
834302797,03/31/2018,15:45:00,03/31/2018,15:50:00,03/31/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,,PARK/PLAYGROUND,ST. MARY'S PARK BRONX,,1008661,235809,40.813891497,-73.911813664,"(40.813891497, -73.911813664)"
948529695,03/31/2018,15:45:00,03/31/2018,16:10:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1003780,179153,40.658396974,-73.92961134,"(40.658396974, -73.92961134)"
763744032,03/31/2018,15:43:00,,,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,STREET,,,1051393,184198,40.672011309,-73.757954698,"(40.672011309, -73.757954698)"
731788586,03/31/2018,15:40:00,03/31/2018,15:45:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,987263,209373,40.741364845,-73.98912846,"(40.741364845, -73.98912846)"
815752996,03/31/2018,15:40:00,03/31/2018,15:50:00,03/31/2018,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003295,250400,40.853952777,-73.931157576,"(40.853952777, -73.931157576)"
310268054,03/31/2018,15:40:00,03/31/2018,15:48:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,CLOTHING/BOUTIQUE,,,1014216,238784,40.822039935,-73.891732267,"(40.822039935, -73.891732267)"
291197207,03/31/2018,15:40:00,03/31/2018,16:00:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,MONROE,1021189,239209,40.823180032,-73.866536043,"(40.823180032, -73.866536043)"
430978627,03/31/2018,15:40:00,03/31/2018,15:48:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,DEPARTMENT STORE,,,1020754,176733,40.651700904,-73.868446751,"(40.651700904, -73.868446751)"
218756375,03/31/2018,15:40:00,03/31/2018,15:50:00,03/31/2018,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,BROWNSVILLE,1009726,182306,40.667036148,-73.908168844,"(40.667036148, -73.908168844)"
759623494,03/31/2018,15:40:00,03/31/2018,15:45:00,03/31/2018,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,CHAIN STORE,,,1016357,212065,40.748695941,-73.884124397,"(40.748695941, -73.884124397)"
253278544,03/31/2018,15:39:00,03/31/2018,16:23:00,03/31/2018,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,BEAUTY & NAIL SALON,,,1005353,190273,40.688915261,-73.923907115,"(40.688915261, -73.923907115)"
611434609,03/31/2018,15:37:00,03/31/2018,15:58:00,03/31/2018,117,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1015514,216231,40.760133566,-73.887147486,"(40.760133566, -73.887147486)"
455476928,03/31/2018,15:32:00,03/31/2018,15:47:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,CHAIN STORE,,,990315,164066,40.617005831,-73.978155501,"(40.617005831, -73.978155501)"
448603210,03/31/2018,15:30:00,03/31/2018,15:37:00,03/31/2018,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,1044917,186041,40.677116661,-73.781283623,"(40.677116661, -73.781283623)"
368269037,03/31/2018,15:30:00,03/31/2018,19:40:00,03/31/2018,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,CHAIN STORE,,,986578,204044,40.726738256,-73.991602257,"(40.726738256, -73.991602257)"
484754108,03/31/2018,15:30:00,03/31/2018,19:30:00,03/31/2018,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,,,987716,205546,40.730860507,-73.987495694,"(40.730860507, -73.987495694)"
181888142,03/31/2018,15:30:00,03/31/2018,15:45:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESTAURANT/DINER,,,1020754,176733,40.651700904,-73.868446751,"(40.651700904, -73.868446751)"
539457497,03/31/2018,15:30:00,03/31/2018,15:35:00,03/31/2018,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,BAR/NIGHT CLUB,,,1011816,251433,40.856765561,-73.900351634,"(40.856765561, -73.900351634)"
593602685,03/31/2018,15:30:00,03/31/2018,15:35:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1014806,254117,40.864122487,-73.889530698,"(40.864122487, -73.889530698)"
452798764,03/31/2018,15:30:00,03/31/2018,18:00:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,,,1004220,220415,40.771650283,-73.927903094,"(40.771650283, -73.927903094)"
796130085,03/31/2018,15:25:00,03/31/2018,15:35:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE - APT. HOUSE,,,1042218,185110,40.674579367,-73.791022079,"(40.674579367, -73.791022079)"
761738622,03/31/2018,15:20:00,03/31/2018,15:29:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,,PARK/PLAYGROUND,,,1002232,235900,40.814156691,-73.935038976,"(40.814156691, -73.935038976)"
925774343,03/31/2018,15:20:00,,,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,RESIDENCE - APT. HOUSE,,,1012707,269918,40.907498271,-73.897052182,"(40.907498271, -73.897052182)"
161891750,03/31/2018,15:20:00,03/31/2018,15:40:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,GROCERY/BODEGA,,,998194,223728,40.780755157,-73.949652082,"(40.780755157, -73.949652082)"
348734783,03/31/2018,15:20:00,03/31/2018,15:25:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,103,INSIDE,COMMERCIAL BUILDING,,,1040436,195998,40.704475838,-73.797355507,"(40.704475838, -73.797355507)"
667143244,03/31/2018,15:20:00,03/31/2018,16:25:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1012293,245330,40.840013133,-73.898652827,"(40.840013133, -73.898652827)"
712594156,03/31/2018,15:15:00,03/31/2018,15:15:00,03/31/2018,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE - APT. HOUSE,,,1046367,186986,40.679700408,-73.776047368,"(40.679700408, -73.776047368)"
935695689,03/31/2018,15:15:00,03/31/2018,15:30:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,,RESIDENCE - APT. HOUSE,,,997407,233806,40.808417746,-73.95247406,"(40.808417746, -73.95247406)"
138295304,03/31/2018,15:12:00,03/31/2018,15:20:00,03/31/2018,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,INSIDE,COMMERCIAL BUILDING,,,1016067,217910,40.764740013,-73.885143373,"(40.764740013, -73.885143373)"
800603965,03/31/2018,15:10:00,03/31/2018,15:16:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,FOOD SUPERMARKET,,,991100,226129,40.787353607,-73.975264837,"(40.787353607, -73.975264837)"
356495028,03/31/2018,15:10:00,03/31/2018,15:20:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,STREET,,,997800,229887,40.797660572,-73.951062324,"(40.797660572, -73.951062324)"
933402778,03/31/2018,15:10:00,03/31/2018,15:15:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,OTHER,,,1010325,186171,40.677642959,-73.905994697,"(40.677642959, -73.905994697)"
336598896,03/31/2018,15:10:00,,,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1010475,182025,40.666262679,-73.90547004,"(40.666262679, -73.90547004)"
526602630,03/31/2018,15:10:00,,,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1010475,182025,40.666262679,-73.90547004,"(40.666262679, -73.90547004)"
299266288,03/31/2018,15:10:00,03/31/2018,15:25:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,STREET,,,1050127,185304,40.67505653,-73.762507724,"(40.67505653, -73.762507724)"
338530342,03/31/2018,15:10:00,,,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1010475,182025,40.666262679,-73.90547004,"(40.666262679, -73.90547004)"
429640877,03/31/2018,15:10:00,03/31/2018,15:15:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,,ARMSTRONG II,998802,189553,40.68695222,-73.947530611,"(40.68695222, -73.947530611)"
954276722,03/31/2018,15:05:00,03/31/2018,15:10:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,PATTERSON,1004992,235833,40.813966746,-73.925068305,"(40.813966746, -73.925068305)"
354238432,03/31/2018,15:05:00,03/31/2018,15:09:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,CHAIN STORE,,,990090,211089,40.746073422,-73.978925198,"(40.746073422, -73.978925198)"
863750494,03/31/2018,15:00:00,03/31/2018,15:15:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1001651,234104,40.809228335,-73.937142575,"(40.809228335, -73.937142575)"
837250166,03/31/2018,15:00:00,,,03/31/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DEPARTMENT STORE,,,990503,215519,40.758232371,-73.977430585,"(40.758232371, -73.977430585)"
810571698,03/31/2018,15:00:00,03/31/2018,16:00:00,03/31/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,987085,220739,40.772561679,-73.989766017,"(40.772561679, -73.989766017)"
919438361,03/31/2018,15:00:00,,,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1000196,237925,40.819718657,-73.942389497,"(40.819718657, -73.942389497)"
536293560,03/31/2018,15:00:00,,,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,INSIDE,DRUG STORE,,,1042047,198473,40.711258734,-73.791523895,"(40.711258734, -73.791523895)"
271679038,03/31/2018,15:00:00,03/31/2018,16:00:00,03/31/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,,PARK/PLAYGROUND,,,1025358,227682,40.791523224,-73.851543513,"(40.791523224, -73.851543513)"
710924283,03/31/2018,15:00:00,03/31/2018,15:00:00,03/31/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,INSIDE,CHECK CASHING BUSINESS,,,1011496,250857,40.855185607,-73.90151076,"(40.855185607, -73.90151076)"
839889155,03/31/2018,15:00:00,03/31/2018,15:30:00,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,GROCERY/BODEGA,,,998131,185438,40.675658557,-73.949958542,"(40.675658557, -73.949958542)"
