CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
831526991,03/31/2018,23:30:00,03/31/2018,23:37:00,03/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1003227,177460,40.653751263,-73.931609227,"(40.653751263, -73.931609227)"
496736340,03/31/2018,23:20:00,03/31/2018,23:30:00,03/31/2018,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,RICHMOND TERRACE,962748,174174,40.644726131,-74.077483159,"(40.644726131, -74.077483159)"
399593692,03/31/2018,23:15:00,03/31/2018,23:20:00,03/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1056932,200034,40.715433534,-73.737816163,"(40.715433534, -73.737816163)"
282376455,03/31/2018,23:10:00,03/31/2018,23:20:00,03/31/2018,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE - APT. HOUSE,,,1014990,210503,40.744413503,-73.889065158,"(40.744413503, -73.889065158)"
201598299,03/31/2018,23:10:00,03/31/2018,23:19:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,78,INSIDE,RESIDENCE - PUBLIC HOUSING,,572 WARREN STREET,989141,187733,40.681967344,-73.982367054,"(40.681967344, -73.982367054)"
513742569,03/31/2018,22:58:00,03/31/2018,23:57:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,RESTAURANT/DINER,,,992474,191812,40.693160797,-73.97034502,"(40.693160797, -73.97034502)"
697659685,03/31/2018,22:55:00,,,03/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1017478,256069,40.869470477,-73.879860804,"(40.869470477, -73.879860804)"
865326510,03/31/2018,22:53:00,03/31/2018,22:58:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1043376,197253,40.707901351,-73.786740837,"(40.707901351, -73.786740837)"
422569603,03/31/2018,22:50:00,03/31/2018,23:00:00,03/31/2018,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,962154,166846,40.62461087,-74.079599621,"(40.62461087, -74.079599621)"
510371754,03/31/2018,22:50:00,03/31/2018,23:00:00,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,WEBSTER,1009394,242828,40.833154599,-73.909139311,"(40.833154599, -73.909139311)"
739194437,03/31/2018,22:50:00,03/31/2018,23:00:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE - APT. HOUSE,,,1011671,209916,40.742813249,-73.901045339,"(40.742813249, -73.901045339)"
479291262,03/31/2018,22:50:00,03/31/2018,23:00:00,03/31/2018,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,120,REAR OF,RESIDENCE - PUBLIC HOUSING,,WEST BRIGHTON I,951319,171306,40.636818967,-74.118653127,"(40.636818967, -74.118653127)"
752318738,03/31/2018,22:45:00,03/31/2018,23:00:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1007373,232752,40.805504347,-73.916477252,"(40.805504347, -73.916477252)"
592240589,03/31/2018,22:40:00,03/31/2018,22:45:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1049960,190615,40.689635208,-73.763057985,"(40.689635208, -73.763057985)"
171435997,03/31/2018,22:40:00,,,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1023606,246041,40.841921448,-73.85776304,"(40.841921448, -73.85776304)"
205920890,03/31/2018,22:30:00,03/31/2018,22:57:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,,,1013605,220506,40.771873873,-73.894019746,"(40.771873873, -73.894019746)"
893441680,03/31/2018,22:25:00,03/31/2018,22:35:00,03/31/2018,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,28,INSIDE,RESIDENCE - PUBLIC HOUSING,,,998362,231048,40.800846321,-73.949030085,"(40.800846321, -73.949030085)"
762781764,03/31/2018,22:20:00,03/31/2018,22:29:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,983933,211976,40.748509937,-74.001145527,"(40.748509937, -74.001145527)"
401613518,03/31/2018,22:15:00,03/31/2018,22:21:00,03/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,,STREET,,,980918,164924,40.619362311,-74.012003624,"(40.619362311, -74.012003624)"
229460651,03/31/2018,22:15:00,03/31/2018,22:25:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,1000952,243251,40.834335611,-73.939644856,"(40.834335611, -73.939644856)"
886713947,03/31/2018,22:15:00,03/31/2018,22:30:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1026697,269195,40.905457655,-73.846445041,"(40.905457655, -73.846445041)"
149230249,03/31/2018,22:15:00,03/31/2018,22:19:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,75,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINDEN,1016133,178623,40.65690638,-73.885091156,"(40.65690638, -73.885091156)"
957232420,03/31/2018,22:15:00,03/31/2018,22:20:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,GAS STATION,,,999359,186409,40.678321722,-73.94552926,"(40.678321722, -73.94552926)"
865273270,03/31/2018,22:00:00,03/31/2018,22:11:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,109,FRONT OF,STREET,,,1032596,216479,40.760737358,-73.825484777,"(40.760737358, -73.825484777)"
619021152,03/31/2018,22:00:00,03/31/2018,22:05:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,GROCERY/BODEGA,,,997583,230442,40.799184226,-73.951844971,"(40.799184226, -73.951844971)"
643733863,03/31/2018,22:00:00,03/31/2018,22:45:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE-HOUSE,,,1010861,252778,40.860460111,-73.903798573,"(40.860460111, -73.903798573)"
558699382,03/31/2018,21:50:00,03/31/2018,22:05:00,03/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,,STREET,,,1004203,168995,40.630514513,-73.928116805,"(40.630514513, -73.928116805)"
817671336,03/31/2018,21:50:00,03/31/2018,22:00:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,982465,173783,40.643678843,-74.006433527,"(40.643678843, -74.006433527)"
714984014,03/31/2018,21:48:00,03/31/2018,21:55:00,03/31/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,GROCERY/BODEGA,,,1017934,246881,40.844250457,-73.878258241,"(40.844250457, -73.878258241)"
407515632,03/31/2018,21:43:00,03/31/2018,21:48:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,FOREST,1010651,240263,40.826110743,-73.904607024,"(40.826110743, -73.904607024)"
326471539,03/31/2018,21:40:00,03/31/2018,21:50:00,03/31/2018,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. TRANSIT POLICE,QUEENS,110,,TRANSIT - NYC SUBWAY,,,1014244,211379,40.746820464,-73.891753456,"(40.746820464, -73.891753456)"
197675749,03/31/2018,21:40:00,03/31/2018,21:50:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,,,1027633,189050,40.685477247,-73.843576699,"(40.685477247, -73.843576699)"
833270556,03/31/2018,21:40:00,03/31/2018,21:45:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1049960,190615,40.689635208,-73.763057985,"(40.689635208, -73.763057985)"
293572843,03/31/2018,21:40:00,03/31/2018,22:11:00,03/31/2018,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,,STREET,,,952355,150307,40.579184845,-74.114821206,"(40.579184845, -74.114821206)"
820207056,03/31/2018,21:38:00,03/31/2018,22:02:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,RESIDENCE - APT. HOUSE,,,1013557,254990,40.866522841,-73.894042452,"(40.866522841, -73.894042452)"
571948667,03/27/2018,13:01:00,,,03/27/2018,106,FELONY ASSAULT,102,ASSAULT SCHOOL SAFETY AGENT,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,PUBLIC SCHOOL,,,1009993,234687,40.81080814,-73.907005954,"(40.81080814, -73.907005954)"
770448514,03/31/2018,21:35:00,03/31/2018,21:38:00,03/31/2018,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,PORT AUTHORITY,MANHATTAN,14,INSIDE,BUS TERMINAL,,,985679,213954,40.753938938,-73.994843655,"(40.753938938, -73.994843655)"
198731185,03/31/2018,21:35:00,03/31/2018,22:00:00,03/31/2018,352,CRIMINAL TRESPASS,203,"TRESPASS 3, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESTAURANT/DINER,,,988063,215082,40.757034305,-73.986238271,"(40.757034305, -73.986238271)"
616625421,03/31/2018,21:35:00,03/31/2018,21:40:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DRUG STORE,,,987545,212032,40.748663034,-73.988109507,"(40.748663034, -73.988109507)"
188428495,03/31/2018,21:30:00,03/31/2018,21:42:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,,STREET,,,996562,172632,40.640511219,-73.95563838,"(40.640511219, -73.95563838)"
398934102,03/31/2018,21:30:00,03/31/2018,21:30:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1021333,188209,40.683197532,-73.866297005,"(40.683197532, -73.866297005)"
239858226,03/31/2018,21:30:00,03/31/2018,21:50:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,1048852,198761,40.712002153,-73.766975161,"(40.712002153, -73.766975161)"
923625128,03/31/2018,21:30:00,03/31/2018,22:30:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE-HOUSE,,,1005838,218383,40.76606917,-73.922068104,"(40.76606917, -73.922068104)"
587746931,03/31/2018,21:29:00,03/31/2018,21:47:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,GROCERY/BODEGA,,,1001034,212527,40.750006372,-73.939425305,"(40.750006372, -73.939425305)"
462569030,03/31/2018,21:25:00,03/31/2018,21:35:00,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,,STREET,,,1034456,161084,40.608680707,-73.819183424,"(40.608680707, -73.819183424)"
158881651,03/31/2018,21:25:00,03/31/2018,21:30:00,03/31/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,OPPOSITE OF,STREET,,,1012701,194294,40.699931399,-73.897394342,"(40.699931399, -73.897394342)"
730762803,03/31/2018,21:23:00,03/31/2018,23:30:00,03/31/2018,364,OTHER STATE LAWS (NON PENAL LA,812,"AGRICULTURE & MARKETS LAW,UNCL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,,PARK/PLAYGROUND,JACKIE ROBINSON PARK MANHATTAN,,1000691,240368,40.826423092,-73.940595106,"(40.826423092, -73.940595106)"
302025600,03/31/2018,21:22:00,03/31/2018,21:43:00,03/31/2018,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESTAURANT/DINER,,,1009736,250146,40.853239381,-73.907875626,"(40.853239381, -73.907875626)"
729648818,03/31/2018,21:20:00,03/31/2018,21:25:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1010390,241131,40.828493932,-73.90554671,"(40.828493932, -73.90554671)"
266074777,03/31/2018,21:20:00,,,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1025621,258786,40.876893389,-73.850401882,"(40.876893389, -73.850401882)"
216390069,03/31/2018,21:20:00,03/31/2018,21:25:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,985764,213806,40.753532701,-73.994536892,"(40.753532701, -73.994536892)"
475238403,03/31/2018,21:15:00,03/31/2018,21:45:00,03/31/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,CHAIN STORE,,,991661,186407,40.678326024,-73.97328271,"(40.678326024, -73.97328271)"
586351726,03/31/2018,21:15:00,03/31/2018,21:20:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,,SUMNER,1000864,193009,40.696434512,-73.94008704,"(40.696434512, -73.94008704)"
404795098,03/31/2018,21:15:00,,,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,,STREET,,,984871,214886,40.756497135,-73.997759942,"(40.756497135, -73.997759942)"
225316457,03/31/2018,21:14:00,,,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,,STREET,,,1001756,231618,40.802404743,-73.936769757,"(40.802404743, -73.936769757)"
825498492,03/31/2018,21:10:00,03/31/2018,21:20:00,03/31/2018,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,OPPOSITE OF,STREET,,,998371,240146,40.825817779,-73.948978438,"(40.825817779, -73.948978438)"
378615343,03/31/2018,21:05:00,03/31/2018,21:06:00,03/31/2018,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,RESTAURANT/DINER,,,993000,171776,40.638165917,-73.968474222,"(40.638165917, -73.968474222)"
608950786,03/31/2018,21:03:00,03/31/2018,21:08:00,03/31/2018,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,STREET,,,1007800,182559,40.667735909,-73.915110552,"(40.667735909, -73.915110552)"
685918378,03/31/2018,21:00:00,03/31/2018,21:04:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,FRONT OF,STREET,,,1017115,250804,40.85502101,-73.881199099,"(40.85502101, -73.881199099)"
661201868,03/31/2018,21:00:00,03/31/2018,21:30:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1014362,245499,40.840470176,-73.891174619,"(40.840470176, -73.891174619)"
691986770,03/31/2018,21:00:00,,,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,,STREET,,,1026480,262584,40.887313634,-73.847271758,"(40.887313634, -73.847271758)"
709664213,03/31/2018,21:00:00,03/31/2018,21:10:00,03/31/2018,363,OFFENSES AGAINST PUBLIC SAFETY,799,"PUBLIC SAFETY,UNCLASSIFIED MIS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,FRONT OF,GAS STATION,,,1031996,261858,40.885292875,-73.827327727,"(40.885292875, -73.827327727)"
321068570,03/31/2018,21:00:00,03/31/2018,22:00:00,03/31/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,DEPARTMENT STORE,,,986930,206925,40.734645797,-73.99033113,"(40.734645797, -73.99033113)"
845202224,03/31/2018,21:00:00,03/31/2018,21:30:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,OTHER,,,1024635,243142,40.833959898,-73.854061544,"(40.833959898, -73.854061544)"
647139648,03/31/2018,21:00:00,03/31/2018,21:15:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,986034,216056,40.759708329,-73.99356177,"(40.759708329, -73.99356177)"
551599839,03/31/2018,20:54:00,03/31/2018,20:55:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,988049,213714,40.753279499,-73.986289577,"(40.753279499, -73.986289577)"
311312528,03/31/2018,20:54:00,03/31/2018,21:00:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,FOOD SUPERMARKET,,,994578,149609,40.577320337,-73.962822409,"(40.577320337, -73.962822409)"
886338780,03/31/2018,20:50:00,03/31/2018,22:00:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,,STREET,,,1009837,261515,40.884443514,-73.907467124,"(40.884443514, -73.907467124)"
150499475,03/31/2018,20:50:00,03/31/2018,21:44:00,03/31/2018,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,,TAXI (LIVERY LICENSED),,,979763,172257,40.639489343,-74.016168921,"(40.639489343, -74.016168921)"
729307130,03/31/2018,20:45:00,03/31/2018,20:50:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,,,1034317,244463,40.837536074,-73.819063778,"(40.837536074, -73.819063778)"
727708989,03/31/2018,20:45:00,03/31/2018,21:00:00,03/31/2018,355,OFFENSES AGAINST THE PERSON,115,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,,STREET,,,1012706,241820,40.830377881,-73.897175118,"(40.830377881, -73.897175118)"
169649774,03/31/2018,20:45:00,03/31/2018,20:49:00,03/31/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1006965,193571,40.697963515,-73.918083362,"(40.697963515, -73.918083362)"
275121631,03/31/2018,20:44:00,,,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,RESIDENCE-HOUSE,,,984489,159242,40.603767011,-73.999140741,"(40.603767011, -73.999140741)"
514217035,03/31/2018,20:40:00,,,03/31/2018,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,983650,149495,40.577013424,-74.002161326,"(40.577013424, -74.002161326)"
449590497,03/31/2018,20:40:00,03/31/2018,20:53:00,03/31/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1000338,173786,40.643672648,-73.942029807,"(40.643672648, -73.942029807)"
668543645,03/31/2018,20:40:00,03/31/2018,20:45:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,1039476,196580,40.70607933,-73.800813152,"(40.70607933, -73.800813152)"
326803628,03/31/2018,20:40:00,03/31/2018,20:50:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,989489,159797,40.605288828,-73.981134038,"(40.605288828, -73.981134038)"
482677529,03/31/2018,20:38:00,03/31/2018,20:47:00,03/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1018837,257345,40.872967483,-73.874940563,"(40.872967483, -73.874940563)"
981740967,03/31/2018,20:34:00,03/31/2018,20:37:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,STAPLETON,961252,166311,40.623140111,-74.082847142,"(40.623140111, -74.082847142)"
316973931,03/31/2018,20:33:00,03/31/2018,20:43:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,33,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1002648,247447,40.845849038,-73.933504454,"(40.845849038, -73.933504454)"
563883023,03/31/2018,20:30:00,,,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,STREET,,,1016598,256348,40.870239515,-73.883041221,"(40.870239515, -73.883041221)"
